Solaranlage01,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal,PrVal
40002.46180600000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.84,47.84,64.95,63.2,61.8,63.22,62.9,62.77,53.2,53.77,59.73,59.18,37.1,48.61,29.45,29.2,29.22,817,58893,47,38,31,29,59367
40002.46527800000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.84,47.84,66.6,64.27,64.4,64.9,64.9,65.05,53.9,54.6,60.67,60.11,37.03,48.51,29.4,29.2,29.22,817,58893,47,37,31,29,59367
40002.46875000000,0,1170,2.85,0,0,1087,0,1,987,88.66,87.48,84.9,47.84,47.84,68.3,65.6,66.6,66.8,67.17,67.9,56.17,57.35,63.16,62.95,37.03,48.35,29.4,29.12,29.22,817,58893,47,37,31,29,59367
40002.47222200000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.84,47.84,69.25,64.65,67.6,66.6,67.6,67.6,56.05,56.47,63.36,63.05,36.92,48.35,29.4,29.12,29.12,817,58893,47,37,31,29,59367
40002.47569400000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.84,47.84,70,66.9,66.6,67.05,67.37,67.95,55.77,56.87,62.92,63.39,36.85,48.25,29.37,29.12,29.12,817,58893,47,37,31,29,59367
40002.47916700000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.84,47.84,68.6,66.82,66.47,67.77,67.6,67.6,56.27,57.72,63.63,63.48,36.77,48.09,29.37,29.05,29.04,817,58893,47,37,31,29,59367
40002.48263900000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.84,47.84,67.37,64.6,65.42,66.62,66.5,65.37,55.92,56.6,62.92,62.48,36.67,47.99,29.35,29.05,29.04,817,58893,47,37,31,29,59367
40002.48611100000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.73,47.73,68.8,64.7,65.85,66.9,66.62,66.05,56.17,55.67,62.31,63.16,36.59,47.91,29.32,29.05,28.97,817,58893,46,37,31,29,59367
40002.48958300000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.73,47.73,69.8,65.82,66,66.77,67.02,67.3,55.67,56.52,62.56,62.95,36.51,47.84,29.3,29.05,28.97,817,58893,46,37,31,29,59367
40002.49305600000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.73,47.73,69.45,67.3,65.92,67.5,67.42,68.4,56.4,57.37,62.94,62.9,36.51,47.73,29.27,28.94,28.86,817,58893,46,37,31,29,59367
40002.49652800000,0,1170,2.85,0,0,1087,0,1,987,88.58,87.48,84.9,47.73,47.73,68.57,66.97,65.82,67.12,67.4,66.67,56.37,57.37,63.71,63.68,36.33,47.66,29.25,28.94,28.86,817,58893,46,37,31,29,59367
40002.50000000000,0,1170,2.86,0,0,1087,0,1,987,88.58,87.48,84.9,47.66,47.66,71.87,68.52,68.62,70.47,69.8,68.7,58.9,58.42,65.86,66.68,36.25,47.58,29.25,28.87,28.86,817,58893,46,37,31,29,59367
40002.50347200000,0,1170,2.86,0,0,1087,0,1,987,88.58,87.48,84.8,47.73,47.73,77.67,73.77,73.8,74.87,74.3,74.95,61.37,61.6,68.31,71.26,36.25,47.48,29.22,28.87,28.79,817,58893,46,37,31,29,59367
40002.50694400000,0,1170,2.86,0,0,1087,0,1,987,88.58,87.48,84.9,47.66,47.66,80,78.07,76.9,78.67,78.1,79.2,64.67,65.92,71.72,73.93,36.07,47.4,29.25,28.87,28.71,817,58893,46,37,31,29,59367
40002.51041700000,0,1170,2.87,0,0,1087,0,1,987,88.58,87.48,84.9,47.66,47.66,84.12,80.8,81.35,82.77,82.05,82.35,67.9,68,74.91,78.71,36,47.32,29.2,28.79,28.79,817,58893,46,37,31,29,59367
40002.51388900000,1,1170,2.88,50,0,1087,0,1,987,88.58,87.37,84.8,47.66,47.66,90.5,86.42,84.97,85.47,87.42,88.2,71.07,73.1,80.19,85.31,56.85,47.22,29.2,41.15,28.71,817,58893,46,37,31,29,59367
40002.51736100000,0,1170,2.84,0,0,1087,0,1,987,88.51,87.48,84.8,47.66,47.66,84.05,65.05,66.1,69.1,71.45,75.2,64.72,61.07,71.14,69.11,70.57,47.07,29.17,62.33,33.16,817,58893,45,36,31,28,59367
40002.52083300000,0,1170,2.88,0,0,1087,0,1,987,88.58,87.48,84.9,47.66,47.66,88.75,74.42,76.2,77.5,77.45,79.77,67.1,64.5,72.46,74.75,71.26,46.89,29.2,58.21,39.42,817,58893,45,36,31,28,59367
40002.52430600000,1,1170,2.89,50,0,1087,0,1,987,88.58,87.48,84.9,47.66,47.66,92.52,79.2,79.37,80.8,82.72,82.75,70.45,69.6,77.99,81.64,76.56,46.81,29.22,71.34,40.63,817,58893,45,36,31,28,59367
40002.52777800000,0,1170,2.9,0,0,1087,0,1,987,88.58,87.48,84.9,47.58,47.58,81.85,63.92,67.9,73.9,75.8,75.25,66.2,60.4,71.52,68.77,80.53,46.63,29.27,72.63,48.94,817,58893,45,20,31,20,59367
40002.53125000000,0,1170,2.93,0,0,1087,0,1,987,88.58,87.37,84.9,47.58,47.58,84.72,70.42,75.2,78.6,79.57,78.22,65.67,66.42,72.24,72.62,80.6,46.55,29.3,69.1,52.65,817,58893,45,20,31,20,59367
40002.53472200000,0,1171,2.93,0,0,1087,0,1,987,88.58,87.37,84.9,47.58,47.58,88.25,76.07,80.3,81.87,83.9,81.85,69.05,68.12,75.92,77.18,80.42,46.45,29.4,66.7,53.16,817,58893,45,20,31,20,59367
40002.53819400000,0,1171,2.93,0,0,1087,0,1,987,88.58,87.37,84.9,47.58,47.58,82.2,72.62,74.9,75.45,80.52,75.42,63.6,64.15,71.89,72.55,80.09,46.45,29.42,64.57,52.8,817,58893,45,72,31,61,59367
40002.54166700000,0,1171,2.94,0,0,1087,0,1,987,88.58,87.48,84.9,47.58,47.58,85.7,78.5,81,80.82,82.85,82.35,67.25,66.3,73.39,76.58,79.76,46.55,29.45,62.59,52.03,817,58893,45,72,31,61,59367
40002.54513900000,0,1171,2.92,0,0,1087,0,1,987,88.51,87.48,84.8,47.58,47.58,88.42,73.72,78.5,78.75,82.3,83.55,68.65,69.25,76.67,77.89,83.1,46.7,29.45,79.76,51.88,817,58893,45,72,31,61,59367
40002.54861100000,0,1171,2.93,0,0,1087,0,1,987,88.51,87.37,84.8,47.58,47.58,81.12,65.1,74.32,72.8,76.3,79,63.1,62.42,70.31,69.22,83.62,46.81,29.47,76.92,59.08,817,58893,52,82,30,75,59367
40002.55208300000,0,1171,2.94,0,0,1087,0,1,987,88.58,87.37,84.8,47.48,47.48,80.2,69.75,76.87,75.8,77.2,79,63.17,62.57,69.43,70.39,83.44,46.96,29.5,73.47,61.3,817,58893,52,82,30,75,59367
40002.55555600000,0,1171,2.94,0,0,1087,0,1,987,88.51,87.37,84.8,47.48,47.48,80.3,73.52,75.35,75.4,77.47,78,63.55,63.65,70.42,71.55,83.1,47.07,29.5,70.82,61.4,817,58893,52,82,30,75,59367
40002.55902800000,0,1171,2.95,0,0,1087,0,1,987,88.51,87.37,84.8,47.48,47.48,81.87,73.55,76.4,76.6,78.42,77.6,64.25,64.1,71.33,73.15,82.66,47.22,29.5,68.51,60.89,817,58893,56,85,30,79,59367
40002.56250000000,0,1171,2.94,0,0,1087,0,1,987,88.51,87.37,84.8,47.48,47.48,80.87,73.8,75.42,75.4,77.82,77,63.82,63.67,71.25,73.38,82.41,47.32,29.52,66.37,60.19,817,58893,56,85,30,79,59367
40002.56597200000,0,1171,2.95,0,0,1087,0,1,987,88.51,87.37,84.9,47.48,47.48,83.82,78.7,80,80.4,80.4,81.62,66.7,67.02,73.83,76.77,82.07,47.48,29.52,64.39,59.16,817,58893,56,85,30,79,59367
40002.56944400000,0,1171,2.94,0,0,1087,0,1,987,88.51,87.48,84.8,47.48,47.48,80.6,76.52,75.2,77.55,78.65,76.7,63.6,65.12,71.91,74.37,81.71,47.66,29.5,62.51,58.98,817,58893,57,84,30,77,59367
40002.57291700000,0,1171,2.95,0,0,1087,0,1,987,88.51,87.37,84.8,47.4,47.4,84.85,79.3,79.9,82.37,81.05,80.1,66.35,65.6,73.37,77.21,81.38,47.73,29.5,60.86,58.98,817,58893,57,84,30,77,59367
40002.57638900000,1,1171,2.92,50,1,1087,0,1,987,88.51,87.37,84.8,47.4,47.4,92.42,76.85,82.4,82.4,84.52,86.35,71,71.02,79.06,80.55,84.9,47.84,29.5,84.21,59.24,817,58893,57,84,30,77,59367
40002.57986100000,1,1171,2.95,50,1,1087,3.87,1,987,88.51,87.37,84.8,47.48,47.48,95.55,81.87,88.82,88.85,89.95,91.55,73.07,71.7,79.53,82.74,87.73,72.44,29.52,66.89,47.76,817,58893,56,80,30,77,59367
40002.58333300000,1,1171,2.93,50,1,1087,100,1,987,88.51,87.48,84.9,47.48,47.48,105.6,81.75,84.47,84.2,86.5,90.25,75.77,72.37,82.94,84.87,87.22,81.81,29.5,62.25,51.1,817,58893,56,80,30,77,59367
40002.58680600000,1,1171,2.94,55.85,1,1087,100,1,987,88.51,87.48,84.9,47.66,47.66,112.17,85.72,85.05,86.6,88.42,91.05,77.87,73.9,83.99,88.17,86.19,81.2,29.52,61.04,51.36,817,58893,56,80,30,77,59367
40002.59027800000,1,1171,2.92,50,1,1087,100,1,987,88.51,87.48,84.8,47.99,47.99,116.45,80.55,79.52,81.8,85.3,86.25,74.7,71.8,82.11,83.58,85.06,82.59,29.55,61.22,51.52,817,58906,89,87,46,60,59400
40002.59375000000,1,1171,2.91,50,1,1087,20.22,1,987,88.51,87.48,84.9,48.09,48.09,118.82,83.72,83.05,85.4,87.3,90.17,78.07,73.75,84.15,87.46,85.42,77.95,29.52,84.39,50.85,817,58906,89,87,46,60,59400
40002.59722200000,1,1171,2.95,85.38,1,1087,100,1,987,88.51,87.48,84.8,48.17,48.17,123.32,85.6,95.02,93.45,96.8,99.27,79.47,76.9,85.22,88.58,92.63,83.95,29.52,66.63,51.7,817,58906,89,87,46,60,59400
40002.60069400000,1,1171,2.94,60.38,1,1087,100,1,987,88.51,87.55,85.06,48.35,48.35,118.9,82.82,88.9,86.7,90.5,93.5,76.42,73.37,84.53,85.4,87.99,85.57,29.55,63.28,52.03,817,58906,80,87,47,60,59400
40002.60416700000,1,1171,2.94,55.22,1,1087,100,1,987,88.58,87.63,85.24,48.87,48.87,120.42,83.72,87.3,86.02,89.6,93.6,77.8,74.02,84.48,86.39,86.27,83.1,29.52,61.48,52.39,817,58906,80,87,47,60,59400
40002.60763900000,1,1171,2.9,50,0,1088,0,1,987,88.58,87.63,85.24,49.72,49.72,111.8,68.6,72.5,69.9,77.4,80.1,67.8,66.77,76.53,72.07,83,82.23,29.52,60.45,52.65,817,58906,80,87,47,60,59400
40002.61111100000,0,1171,2.91,0,0,1088,0,1,987,88.58,87.63,85.24,50.05,50.05,82.2,59.5,63.27,61.22,64.65,67.15,56.57,54,61.82,59.12,77,77.7,29.55,60.09,51.62,817,58906,85,90,47,64,59400
40002.61458300000,0,1171,2.92,0,0,1088,0,1,987,88.58,87.63,85.16,50.15,50.15,79.1,63.4,69.17,65.6,68.55,70.52,57.42,57.07,63.69,62.14,76.41,75.89,29.57,58.55,51.62,817,58906,85,90,47,64,59400
40002.61805600000,1,1171,2.94,0,0,1088,0,1,987,88.58,87.63,85.16,50.15,50.15,89.92,77.57,83.4,80.7,80.77,82.67,66.37,64.42,71.94,75.12,75.89,75.02,29.55,57.26,51.62,817,58906,85,90,47,64,59400
40002.62152800000,1,1171,2.88,50,1,1088,3.89,1,987,88.58,87.63,85.16,50.15,50.15,104.82,71.6,79.6,77.25,83.9,87.2,71.87,72.77,83.16,79.44,87.48,74.86,29.55,77.7,51.1,817,58906,79,87,47,60,59400
40002.62500000000,0,1171,2.94,0,0,1088,0,1,987,88.58,87.63,85.16,50.49,50.49,92.57,68.22,76.9,76.55,78.07,78.32,62.55,61.67,68.66,67.94,80.09,80.35,29.55,68.76,51,817,58906,79,87,47,60,59400
40002.62847200000,0,1171,2.95,0,0,1088,0,1,987,88.58,87.63,85.16,50.49,50.49,87.77,69.62,79.65,75.5,79.3,79.9,62.75,63.05,70.37,69.69,79.91,80.27,29.55,66.78,50.92,817,58906,79,87,47,60,59400
40002.63194400000,0,1171,2.95,0,0,1088,0,1,987,88.58,87.63,85.16,50.49,50.49,86.65,71.9,80.52,76.6,80.4,82.07,64.07,65.35,72.6,71.48,79.76,80.35,29.6,64.9,51.44,817,58906,86,77,47,58,59400
40002.63541700000,0,1171,2.93,0,0,1088,0,1,987,88.58,87.63,85.16,50.49,50.49,75.15,57.05,69.95,66.45,72.4,70.65,57.7,58.02,65.61,57.95,79.32,80.27,29.6,63.1,51.36,817,58906,86,77,47,58,59400
40002.63888900000,0,1171,2.93,0,0,1088,0,1,987,88.58,87.63,85.16,50.49,50.49,67.27,51.6,62.95,59.3,64.35,63.47,51.72,51.65,59.37,51.65,78.88,80.27,29.6,61.38,51.18,817,58906,86,77,47,58,59400
40002.64236100000,0,1171,2.94,0,0,1088,0,1,987,88.58,87.55,85.16,50.49,50.49,70.9,60.07,67.37,67.65,66.95,67.7,55.9,53.45,61.13,58.83,78.47,80.17,29.6,59.83,51,817,58906,86,81,47,69,59400
40002.64583300000,1,1171,2.95,50,0,1088,0,1,987,88.51,87.63,85.16,50.49,50.49,95.1,85.47,90.2,91.9,87.92,90.82,72.7,71.35,79.5,82.85,75.02,80.01,29.6,72.88,50.59,817,58906,86,81,47,69,59400
40002.64930600000,1,1172,2.93,50,1,1088,100,1,987,88.51,87.55,85.16,50.67,50.67,111.2,82.57,88.65,91.2,90.6,94.5,78.57,75.8,86.24,86.67,90.46,84.65,29.6,66.78,51.44,817,58906,86,81,47,69,59400
40002.65277800000,1,1172,2.93,50,1,1088,100,1,987,88.58,87.73,85.24,51.6,51.6,109.2,84.05,85.22,85.92,87,91.5,77.27,74.4,83.93,85.81,87.12,86.34,29.6,62.92,53.16,817,58906,85,80,47,68,59400
40002.65625000000,1,1172,2.94,50,0,1088,0,1,987,88.66,87.73,85.42,52.73,52.73,111.77,78.67,82.57,83.22,84.3,88.5,74.3,71.3,80.79,81.23,83.26,81.56,29.6,70.23,54.27,817,58906,85,80,47,68,59400
40002.65972200000,1,1172,2.93,50,0,1088,0,1,987,88.66,87.81,85.42,53.06,53.06,110.7,75.65,83.77,84.7,85.27,87.12,71.17,68.6,78.56,78.13,82.33,78.21,29.65,82.48,53.32,817,58906,85,80,47,68,59400
40002.66319400000,1,1172,2.96,50,1,1088,57.39,1,987,88.66,87.81,85.31,53.24,53.24,102.15,81.7,87.85,88.65,89.87,91.25,74.47,72.42,81.29,82.74,90.21,81.81,29.65,72.7,54.19,817,58906,83,82,49,82,59400
40002.66666700000,1,1172,2.94,50.88,1,1088,100,1,987,88.66,87.81,85.5,54.68,54.68,104.17,82.82,84.62,83.75,87.27,89.6,74.7,72.65,83.16,84.34,90.21,87.63,29.67,65.86,55.56,817,58906,83,82,49,82,59400
40002.67013900000,1,1172,2.94,50,0,1088,0,1,987,88.92,87.99,85.57,56.33,56.33,105.5,77.55,78.72,79.2,82.4,85,71.67,68.9,79.03,79.34,83.62,82.23,29.7,66.27,57.02,817,58906,83,82,49,82,59400
40002.67361100000,0,1172,2.93,0,0,1088,0,1,987,89.02,87.99,85.68,56.67,56.67,99.3,68.35,74.07,74.5,77.4,78.6,65.5,64.3,73.56,70.85,80.78,78.55,29.7,81.71,55.89,817,58906,91,86,40,62,59400
40002.67708300000,0,1172,2.94,50,0,1088,0,1,987,88.92,87.99,85.57,56.67,56.67,93.12,70.97,78.82,77.9,80.45,81.07,65.57,66.32,73.1,71.63,83.62,77,29.72,83.26,57.36,817,58906,91,86,40,62,59400
40002.68055600000,0,1172,2.95,0,0,1088,0,1,987,88.92,87.99,85.57,56.74,56.74,82.87,67.87,72.42,71.9,74.6,75.27,62.1,61.65,68.97,67.75,83.26,76.23,29.72,80.78,57.95,817,58906,91,86,40,62,59400
40002.68402800000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.99,85.57,56.67,56.67,73.27,62.87,66.67,66.22,68.92,70,57.55,57.7,64.24,62.48,83.1,75.64,29.75,77.59,58.83,817,58906,81,85,51,84,59400
40002.68750000000,0,1172,2.95,0,0,1088,0,1,987,88.92,87.99,85.68,56.74,56.74,71.75,60.97,66.87,64.9,66.87,69.22,56.1,55.87,62.26,59.38,82.66,75.28,29.75,74.94,58.83,817,58906,81,85,51,84,59400
40002.69097200000,0,1172,2.95,0,0,1088,0,1,987,88.92,87.99,85.57,56.74,56.74,75.35,64.35,71.02,67.95,68.9,72.3,57.62,58.07,65.01,62.22,82.33,74.94,29.75,72.44,58.72,817,58906,81,85,51,84,59400
40002.69444400000,0,1172,2.95,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,74.85,63.8,70.32,67.1,69.3,72.17,57.7,58.52,65.23,61.8,81.97,74.68,29.77,70.13,58.65,817,58906,80,84,50,82,59400
40002.69791700000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,72.9,61.77,68.45,64.67,67.52,69.9,55.4,56.57,63.53,59.91,81.63,74.43,29.77,67.99,58.13,817,58906,80,84,50,82,59400
40002.70138900000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,74.12,63.87,68.97,68.7,68.55,70.9,57.02,58.17,64.85,61.74,81.3,74.25,29.75,65.93,57.62,817,58906,80,84,50,82,59400
40002.70486100000,0,1172,2.95,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,69.85,63.1,63.77,65.52,65.8,67.9,55.75,56.07,62.92,60.33,80.94,74.09,29.75,64.05,57.02,817,58906,79,83,49,70,59400
40002.70833300000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.99,85.57,56.74,56.74,68.32,60.25,63.57,63.9,64.15,66.17,53.9,54.82,60.96,58,80.53,73.83,29.75,62.33,56.41,817,58906,79,83,49,70,59400
40002.71180600000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,66.5,59.15,61.87,63.67,62.47,64.3,53.27,53.2,59.42,56.69,80.17,73.58,29.75,60.71,55.63,817,58906,79,83,49,70,59400
40002.71527800000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.99,85.57,56.74,56.74,68.6,61.72,64.27,66.8,64.15,66.72,54.82,55,60.74,58.75,79.76,73.4,29.75,59.16,55.12,817,59037,78,82,49,77,59527
40002.71875000000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,68.77,60.47,64.9,65.3,64.6,66.95,54.45,54.92,60.83,57.97,79.39,73.22,29.72,57.7,54.53,817,59037,78,82,49,77,59527
40002.72222200000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,69.7,60.87,65.8,65.3,65.3,67.72,54.57,55.6,61.79,58.54,78.88,73.06,29.75,56.33,53.94,817,59037,78,82,49,77,59527
40002.72569400000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,73.67,66.3,70.72,70.52,68.87,71.47,57.9,57.45,64.15,62.92,78.62,72.81,29.72,55.04,53.24,817,59037,78,82,48,77,59527
40002.72916700000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,75.8,66.5,71.95,70.4,71.37,72.97,58.27,59.57,66.82,64.06,78.11,72.63,29.72,53.83,52.73,817,59037,78,82,48,77,59527
40002.73263900000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,75.52,67.3,72.2,71.2,71.5,73.37,58.77,59.32,66.33,64.57,77.7,72.44,29.7,52.73,52.13,817,59037,78,82,48,77,59527
40002.73611100000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.99,85.57,56.85,56.85,80.72,73.27,75.57,74.52,75.05,77.32,62.42,63.22,70.68,70.53,77.44,72.29,29.7,51.6,51.44,817,59037,77,80,47,75,59527
40002.73958300000,0,1172,2.94,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,84.77,75.3,80.77,77.77,78.27,81.62,65,65.77,73.67,73.28,76.92,72.03,29.7,50.57,50.92,817,59037,77,80,47,75,59527
40002.74305600000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,84.25,75.3,81.15,77.7,78,81.85,65.15,66.07,73.67,73.67,76.49,71.85,29.7,49.64,50.49,817,59037,77,80,47,75,59527
40002.74652800000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,82.07,72.17,79.4,76.1,77.95,79.97,63.7,65,72.29,71.07,76.15,71.67,29.7,48.69,50.07,817,59037,76,79,46,73,59527
40002.75000000000,0,1172,2.93,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,79.47,69,77.3,75.47,74.72,77.8,62.8,63.67,70.73,68.43,75.79,71.52,29.7,47.84,49.56,817,59037,76,79,46,73,59527
40002.75347200000,0,1172,2.92,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,76.2,64.4,73.75,68.7,71.45,73.95,58.67,60.72,67.98,63.65,75.38,71.26,29.7,47.07,49.04,817,59037,76,79,46,73,59527
40002.75694400000,0,1172,2.92,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,73.97,64.07,71.12,67.25,69.6,72,57.45,58.65,66.22,62.19,75.02,71.16,29.67,46.29,48.61,817,59037,75,78,46,71,59527
40002.76041700000,0,1172,2.92,0,0,1088,0,1,987,88.84,87.89,85.57,56.85,56.85,71.87,62.2,68.15,65.17,67,69.3,55.7,56.9,64.02,60.14,74.61,70.9,29.65,45.52,48.09,817,59037,75,78,46,71,59527
40002.76388900000,0,1172,2.91,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,69.77,59.82,65.72,63.05,64.3,67.37,54.3,54.87,61.73,57.66,74.25,70.75,29.65,44.83,47.58,817,59037,75,78,46,71,59527
40002.76736100000,0,1172,2.91,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,67.7,57.8,63.15,60.42,61.8,64.97,53.2,53.42,59.86,55.29,73.83,70.57,29.65,44.13,47.06,817,59037,75,77,46,69,59527
40002.77083300000,0,1172,2.9,0,0,1088,0,1,987,88.92,87.89,85.57,56.74,56.74,64.67,54.85,60.15,58.4,58.8,61.82,52,51.77,57.72,53.3,73.47,70.39,29.62,43.46,46.63,817,59037,75,77,46,69,59527
40002.77430600000,0,1172,2.9,0,0,1088,0,1,987,88.92,87.89,85.57,56.85,56.85,62.7,53.67,58.7,57.05,56.65,60.5,50.75,50.42,56.21,51.79,73.06,70.13,29.6,42.84,46.29,817,59037,75,77,46,69,59527
40002.77777800000,0,1172,2.9,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,60.85,52.15,57.1,55.37,54.77,58.9,49.3,48.85,54.56,49.73,72.63,69.97,29.6,42.33,45.7,817,59037,74,76,45,68,59527
40002.78125000000,0,1172,2.9,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,58.45,50.25,54.97,53.75,52.67,56.7,47.85,47.2,52.88,47.84,72.29,69.79,29.6,41.74,45.34,817,59037,74,76,45,68,59527
40002.78472200000,0,1172,2.9,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,57.17,49.55,53.77,52.62,51.32,55.87,46.62,46.1,51.78,46.7,71.85,69.61,29.6,41.3,44.93,817,59037,74,76,45,68,59527
40002.78819400000,0,1172,2.89,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,55.3,48.22,51.9,51.5,49.8,54.2,45.55,45.05,50.46,45.34,71.52,69.46,29.6,40.78,44.57,817,59037,73,73,43,64,59527
40002.79166700000,0,1172,2.89,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,53.32,46.72,49.85,49.62,48.05,52.32,44.17,43.65,48.9,43.79,71.08,69.28,29.6,40.27,44.05,817,59037,73,73,43,64,59527
40002.79513900000,0,1172,2.89,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,51.37,45.07,48.27,47.97,46.37,50.75,42.82,42.22,47.24,41.92,70.64,69.1,29.6,39.86,43.72,817,59037,73,73,43,64,59527
40002.79861100000,0,1172,2.88,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,49.35,43.32,46.07,45.97,44.4,48.72,41.3,40.7,45.43,40.06,70.31,68.94,29.6,39.42,43.38,817,59037,72,72,43,63,59527
40002.80208300000,0,1172,2.88,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,47.2,41.8,44,43.95,42.5,46.9,39.9,39.2,43.67,38.18,69.97,68.76,29.57,39.09,43.02,817,59037,72,72,43,63,59527
40002.80555600000,0,1172,2.88,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,45.32,39.6,42.12,41.9,40.77,44.97,38.5,37.65,41.97,36.23,69.54,68.58,29.55,38.65,42.69,817,59037,72,72,43,63,59527
40002.80902800000,0,1172,2.88,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,43.65,37.82,40.65,40.2,39.1,43.37,37.1,36.22,40.34,34.48,69.2,68.43,29.52,38.31,42.35,817,59037,71,71,42,62,59527
40002.81250000000,0,1172,2.88,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,41.9,36.22,38.9,38.4,37.55,41.6,35.82,34.82,38.94,32.73,68.84,68.17,29.52,37.95,41.99,817,59037,71,71,42,62,59527
40002.81597200000,0,1172,2.87,0,0,1088,0,1,987,88.84,87.89,85.57,56.74,56.74,40.17,34.85,37.35,36.85,36.1,40.15,34.6,33.6,37.51,31.18,68.51,67.91,29.52,37.62,41.66,817,59037,71,71,42,62,59527
40002.81944400000,0,1172,2.87,0,0,1088,0,1,987,88.84,87.89,85.5,56.74,56.74,38.57,33.5,35.77,35.32,34.72,38.62,33.47,32.4,36.08,29.79,68.07,67.73,29.5,37.36,41.4,817,59037,71,71,42,62,59527
40002.82291700000,0,1172,2.87,0,0,1088,0,1,987,88.84,87.89,85.5,56.67,56.67,37.2,32.07,34.47,34,33.4,37.2,32.37,31.32,35.03,28.22,67.73,67.55,29.5,37.03,41.07,817,59037,71,71,42,62,59527
40002.82638900000,0,1172,2.87,0,0,1088,0,1,987,88.84,87.89,85.5,56.67,56.67,36.07,31.25,33.37,33,32.37,36.12,31.6,30.47,34.1,27.32,67.4,67.4,29.5,36.85,40.81,817,59037,71,71,42,62,59527
40002.82986100000,0,1172,2.87,0,0,1088,0,1,987,88.84,87.89,85.5,56.67,56.67,35.25,30.62,32.6,32.22,31.6,35.37,30.97,29.8,33.33,26.64,67.04,67.22,29.5,36.59,40.55,817,59037,60,60,41,60,59527
40002.83333300000,0,1172,2.86,0,0,1088,0,1,987,88.84,87.89,85.5,56.67,56.67,34.5,30.05,31.95,31.62,30.95,34.75,30.47,29.25,32.72,26.06,66.7,67.04,29.5,36.33,40.19,817,59037,60,60,41,60,59527
40002.83680600000,0,1172,2.86,0,0,1088,0,1,987,88.84,87.89,85.5,56.67,56.67,33.72,29.55,31.35,31,30.42,34.1,29.87,28.7,32.17,25.46,66.37,66.89,29.5,36.07,39.93,817,59037,60,60,41,60,59527
40002.84027800000,0,1172,2.86,0,0,1088,0,1,987,88.84,87.89,85.5,56.67,56.67,33,28.85,30.5,30.2,29.65,33.32,29.27,28.07,31.51,24.7,66.01,66.78,29.5,35.89,39.78,817,59037,69,68,41,59,59527
