 10 ,-1 
 0 , 5092.2663 , 1 
 15 , 5137.5541 , 1 
 30 , 5183.5198 , 1 
 45 , 5225.5314 , 1 
 60 , 5260.2554 , 1 
 75 , 5280.3125 , 1 
 90 , 5302.3979 , 1 
 105 , 5288.3407 , 1 
 120 , 5281.6504 , 1 
 135 , 5269.6131 , 1 
