Latitude (N) = 48.2575; Longitude (E) = 16.4333; Altitude = 190; 
mperature [C]; Relative Humidity [%]; Global Horizontal Radiation [W/m2];  Diffuse Horizontal Radiation [W/m2]; Direct Horizontal Radiation [W/m2]
18.04.2009 23:00:00; 9.3; 92; 0; 0; 0
19.04.2009 00:00:00; 8.8; 93; 0; 0; 0
19.04.2009 01:00:00; 7.7; 95; 0; 0; 0
19.04.2009 02:00:00; 7.4; 97; 0; 0; 0
19.04.2009 03:00:00; 7.3; 97; 0; 0; 0
19.04.2009 04:00:00; 7.1; 97; 0; 0; 0
19.04.2009 05:00:00; 8.5; 94; 0; 0; 0
19.04.2009 06:00:00; 11.3; 82; 189; 33.453; 155.547
19.04.2009 07:00:00; 13.2; 74; 365; 64.605; 300.395
19.04.2009 08:00:00; 14.8; 68; 526; 93.102; 432.898
19.04.2009 09:00:00; 17.1; 62; 659; 116.643; 542.357
19.04.2009 10:00:00; 18.8; 54; 752; 133.104; 618.896
19.04.2009 11:00:00; 20.4; 47; 801; 141.777; 659.223
19.04.2009 12:00:00; 20.9; 42; 800; 150.167; 649.833
19.04.2009 13:00:00; 20.9; 41; 682; 237.679; 444.321
19.04.2009 14:00:00; 22.4; 39; 643; 195.249; 447.751
19.04.2009 15:00:00; 21.2; 41; 475; 219.469; 255.531
19.04.2009 16:00:00; 21.9; 39; 370; 163.835; 206.165
19.04.2009 17:00:00; 21.3; 39; 210; 121.633; 88.3667
19.04.2009 18:00:00; 18.4; 55; 39; 36.7099; 2.29008
19.04.2009 19:00:00; 16.8; 64; 0; 0; 0
19.04.2009 20:00:00; 16; 63; 0; 0; 0
19.04.2009 21:00:00; 15; 66; 0; 0; 0
19.04.2009 22:00:00; 13.9; 69; 0; 0; 0
19.04.2009 23:00:00; 13.8; 71; 0; 0; 0
20.04.2009 00:00:00; 13.4; 73; 0; 0; 0
20.04.2009 01:00:00; 13.4; 73; 0; 0; 0
20.04.2009 02:00:00; 12.3; 88; 0; 0; 0
20.04.2009 03:00:00; 12; 91; 0; 0; 0
20.04.2009 04:00:00; 11.8; 84; 0; 0; 0
20.04.2009 05:00:00; 12.2; 82; 0; 0; 0
20.04.2009 06:00:00; 12.6; 81; 55; 51.613; 3.38704
20.04.2009 07:00:00; 13.7; 78; 158; 143.939; 14.0608
20.04.2009 08:00:00; 14.8; 74; 239; 212.975; 26.0246
20.04.2009 09:00:00; 16.9; 68; 485; 239.379; 245.621
20.04.2009 10:00:00; 19.2; 60; 659; 205.764; 453.236
20.04.2009 11:00:00; 20.4; 54; 843; 149.211; 693.789
20.04.2009 12:00:00; 20.3; 53; 740; 218.783; 521.217
20.04.2009 13:00:00; 22.1; 49; 730; 196.221; 533.779
20.04.2009 14:00:00; 22.2; 49; 611; 226.918; 384.082
20.04.2009 15:00:00; 22.4; 47; 541; 171.31; 369.69
20.04.2009 16:00:00; 22.3; 46; 350; 178.781; 171.219
20.04.2009 17:00:00; 21.2; 50; 165; 131.675; 33.3252
20.04.2009 18:00:00; 19.3; 56; 40; 37.6647; 2.33531
20.04.2009 19:00:00; 16.5; 70; 0; 0; 0
20.04.2009 20:00:00; 16.1; 71; 0; 0; 0
20.04.2009 21:00:00; 14.7; 73; 0; 0; 0
20.04.2009 22:00:00; 13.9; 70; 0; 0; 0
20.04.2009 23:00:00; 13; 67; 0; 0; 0
21.04.2009 00:00:00; 12.9; 63; 0; 0; 0
21.04.2009 01:00:00; 12.6; 59; 0; 0; 0
21.04.2009 02:00:00; 12.5; 57; 0; 0; 0
21.04.2009 03:00:00; 12.4; 55; 0; 0; 0
21.04.2009 04:00:00; 11; 62; 0; 0; 0
21.04.2009 05:00:00; 11.6; 63; 0; 0; 0
21.04.2009 06:00:00; 13.4; 59; 194; 34.338; 159.662
21.04.2009 07:00:00; 14.4; 52; 363; 64.251; 298.749
21.04.2009 08:00:00; 16.4; 47; 526; 93.102; 432.898
21.04.2009 09:00:00; 18.3; 43; 668; 118.236; 549.764
21.04.2009 10:00:00; 19.8; 39; 763; 135.051; 627.949
21.04.2009 11:00:00; 20.4; 35; 824; 145.848; 678.152
21.04.2009 12:00:00; 20.6; 32; 838; 148.326; 689.674
21.04.2009 13:00:00; 21.5; 30; 782; 142.799; 639.201
21.04.2009 14:00:00; 21.6; 29; 682; 163.303; 518.697
21.04.2009 15:00:00; 21.5; 28; 553; 163.619; 389.381
21.04.2009 16:00:00; 20.5; 30; 382; 161.746; 220.254
21.04.2009 17:00:00; 19.6; 31; 200; 129.587; 70.4131
21.04.2009 18:00:00; 17.3; 36; 47; 43.8709; 3.12912
21.04.2009 19:00:00; 14.9; 41; 0; 0; 0
21.04.2009 20:00:00; 14.7; 44; 0; 0; 0
21.04.2009 21:00:00; 13.9; 46; 0; 0; 0
21.04.2009 22:00:00; 13.6; 48; 0; 0; 0
21.04.2009 23:00:00; 12.1; 53; 0; 0; 0
22.04.2009 00:00:00; 11.7; 56; 0; 0; 0
22.04.2009 01:00:00; 10.7; 60; 0; 0; 0
22.04.2009 02:00:00; 9.8; 64; 0; 0; 0
22.04.2009 03:00:00; 9.3; 67; 0; 0; 0
22.04.2009 04:00:00; 8.9; 69; 0; 0; 0
22.04.2009 05:00:00; 10; 68; 0; 0; 0
22.04.2009 06:00:00; 11.5; 66; 208; 36.816; 171.184
22.04.2009 07:00:00; 13.4; 62; 383; 67.791; 315.209
22.04.2009 08:00:00; 15.2; 58; 550; 97.35; 452.65
22.04.2009 09:00:00; 16.3; 55; 683; 120.891; 562.109
22.04.2009 10:00:00; 18.3; 50; 775; 137.175; 637.825
22.04.2009 11:00:00; 19.5; 45; 828; 146.556; 681.444
22.04.2009 12:00:00; 20.2; 41; 837; 148.149; 688.851
22.04.2009 13:00:00; 21.5; 41; 770; 160.96; 609.04
22.04.2009 14:00:00; 21.7; 40; 674; 175.589; 498.411
22.04.2009 15:00:00; 22.6; 40; 537; 181.905; 355.095
22.04.2009 16:00:00; 21.7; 39; 367; 174.571; 192.429
22.04.2009 17:00:00; 20.2; 40; 139; 127.254; 11.7465
22.04.2009 18:00:00; 17.4; 52; 21; 20.3931; 0.606929
22.04.2009 19:00:00; 16.7; 60; 0; 0; 0
22.04.2009 20:00:00; 16.4; 57; 0; 0; 0
22.04.2009 21:00:00; 16.4; 57; 0; 0; 0
22.04.2009 22:00:00; 15; 63; 0; 0; 0
22.04.2009 23:00:00; 14.9; 65; 0; 0; 0
23.04.2009 00:00:00; 13.6; 72; 0; 0; 0
23.04.2009 01:00:00; 11.8; 74; 0; 0; 0
23.04.2009 02:00:00; 11.3; 76; 0; 0; 0
23.04.2009 03:00:00; 10.7; 78; 0; 0; 0
23.04.2009 04:00:00; 9.9; 80; 0; 0; 0
23.04.2009 05:00:00; 10; 80; 0; 0; 0
23.04.2009 06:00:00; 9.9; 80; 60; 56.302; 3.69804
23.04.2009 07:00:00; 9.8; 79; 109; 102.688; 6.31162
23.04.2009 08:00:00; 9.8; 77; 145; 137.275; 7.72508
23.04.2009 09:00:00; 10.6; 75; 209; 196.28; 12.7199
23.04.2009 10:00:00; 11.2; 73; 241; 226.374; 14.626
23.04.2009 11:00:00; 12.1; 68; 286; 266.96; 19.0397
23.04.2009 12:00:00; 12.8; 65; 348; 320.395; 27.6055
23.04.2009 13:00:00; 13.2; 62; 346; 317.748; 28.2516
23.04.2009 14:00:00; 13.8; 59; 376; 314.634; 61.3659
23.04.2009 15:00:00; 14.1; 59; 321; 267.228; 53.7718
23.04.2009 16:00:00; 13.8; 58; 240; 205.151; 34.8493
23.04.2009 17:00:00; 13.7; 58; 107; 100.118; 6.88151
23.04.2009 18:00:00; 13.1; 60; 41; 38.75; 2.25
23.04.2009 19:00:00; 12.2; 64; 0; 0; 0
23.04.2009 20:00:00; 11.3; 68; 0; 0; 0
23.04.2009 21:00:00; 9.5; 78; 0; 0; 0
23.04.2009 22:00:00; 8.8; 83; 0; 0; 0
23.04.2009 23:00:00; 9; 85; 0; 0; 0
24.04.2009 00:00:00; 8.6; 88; 0; 0; 0
24.04.2009 01:00:00; 8.4; 88; 0; 0; 0
24.04.2009 02:00:00; 8; 90; 0; 0; 0
24.04.2009 03:00:00; 7.5; 92; 0; 0; 0
24.04.2009 04:00:00; 7.2; 92; 0; 0; 0
24.04.2009 05:00:00; 7.6; 91; 0; 0; 0
24.04.2009 06:00:00; 8.8; 88; 175; 46.0344; 128.966
24.04.2009 07:00:00; 10.5; 85; 299; 119.027; 179.973
24.04.2009 08:00:00; 12.2; 81; 437; 166.11; 270.89
24.04.2009 09:00:00; 14; 75; 642; 117.924; 524.076
24.04.2009 10:00:00; 15.4; 71; 740; 137.978; 602.022
24.04.2009 11:00:00; 17; 66; 787; 164.313; 622.687
24.04.2009 12:00:00; 18.4; 61; 752; 221.878; 530.122
24.04.2009 13:00:00; 19.3; 57; 710; 229.704; 480.296
24.04.2009 14:00:00; 19; 57; 359; 313.118; 45.8818
24.04.2009 15:00:00; 19.6; 55; 371; 268.54; 102.46
24.04.2009 16:00:00; 19.9; 53; 326; 198.762; 127.238
24.04.2009 17:00:00; 19.1; 54; 161; 136.829; 24.1714
24.04.2009 18:00:00; 16.8; 63; 42; 39.7015; 2.29852
24.04.2009 19:00:00; 14; 76; 0; 0; 0
24.04.2009 20:00:00; 14; 76; 0; 0; 0
24.04.2009 21:00:00; 12.2; 78; 0; 0; 0
24.04.2009 22:00:00; 10.6; 77; 0; 0; 0
24.04.2009 23:00:00; 9.3; 82; 0; 0; 0
25.04.2009 00:00:00; 8.7; 85; 0; 0; 0
25.04.2009 01:00:00; 8.7; 85; 0; 0; 0
25.04.2009 02:00:00; 7.8; 89; 0; 0; 0
25.04.2009 03:00:00; 6.6; 92; 0; 0; 0
25.04.2009 04:00:00; 6.4; 94; 0; 0; 0
25.04.2009 05:00:00; 7.9; 94; 0; 0; 0
25.04.2009 06:00:00; 10.8; 84; 211; 37.347; 173.653
25.04.2009 07:00:00; 14.1; 71; 385; 68.145; 316.855
25.04.2009 08:00:00; 16.3; 55; 549; 97.173; 451.827
25.04.2009 09:00:00; 17.7; 50; 683; 120.891; 562.109
25.04.2009 10:00:00; 18.8; 48; 773; 136.821; 636.179
25.04.2009 11:00:00; 20.1; 46; 822; 145.494; 676.506
25.04.2009 12:00:00; 21.3; 45; 824; 147.724; 676.276
25.04.2009 13:00:00; 21.4; 44; 766; 177.044; 588.956
25.04.2009 14:00:00; 22.3; 43; 671; 189.367; 481.633
25.04.2009 15:00:00; 21.9; 43; 536; 192.523; 343.477
25.04.2009 16:00:00; 21.4; 44; 375; 177.986; 197.014
25.04.2009 17:00:00; 20.6; 46; 198; 137.973; 60.0267
25.04.2009 18:00:00; 19.2; 47; 55; 51.1593; 3.84068
25.04.2009 19:00:00; 17.3; 51; 0; 0; 0
25.04.2009 20:00:00; 16.2; 53; 0; 0; 0
25.04.2009 21:00:00; 16.3; 51; 0; 0; 0
25.04.2009 22:00:00; 15.4; 53; 0; 0; 0
25.04.2009 23:00:00; 14.3; 57; 0; 0; 0
26.04.2009 00:00:00; 13.5; 57; 0; 0; 0
26.04.2009 01:00:00; 12.6; 59; 0; 0; 0
26.04.2009 02:00:00; 12.2; 60; 0; 0; 0
26.04.2009 03:00:00; 11.2; 63; 0; 0; 0
26.04.2009 04:00:00; 10.1; 65; 0; 0; 0
26.04.2009 05:00:00; 10.4; 66; 0; 0; 0
26.04.2009 06:00:00; 13; 59; 219; 38.763; 180.237
26.04.2009 07:00:00; 14.2; 55; 390; 69.03; 320.97
26.04.2009 08:00:00; 15.9; 51; 521; 92.217; 428.783
26.04.2009 09:00:00; 17.6; 48; 688; 121.776; 566.224
26.04.2009 10:00:00; 19.4; 46; 777; 137.529; 639.471
26.04.2009 11:00:00; 20.9; 44; 830; 146.91; 683.09
26.04.2009 12:00:00; 21.4; 44; 793; 187.01; 605.99
26.04.2009 13:00:00; 20.6; 45; 488; 349.09; 138.91
26.04.2009 14:00:00; 20; 46; 371; 317.186; 53.8135
26.04.2009 15:00:00; 20.2; 47; 357; 272.405; 84.5949
26.04.2009 16:00:00; 19.8; 47; 242; 208.873; 33.127
26.04.2009 17:00:00; 19; 48; 112; 104.704; 7.29582
26.04.2009 18:00:00; 18; 49; 29; 27.9587; 1.04133
26.04.2009 19:00:00; 17.3; 50; 0; 0; 0
26.04.2009 20:00:00; 16.2; 50; 0; 0; 0
26.04.2009 21:00:00; 15.3; 52; 0; 0; 0
26.04.2009 22:00:00; 14.5; 53; 0; 0; 0
26.04.2009 23:00:00; 13.8; 53; 0; 0; 0
27.04.2009 00:00:00; 13.3; 55; 0; 0; 0
27.04.2009 01:00:00; 12.8; 56; 0; 0; 0
27.04.2009 02:00:00; 12.4; 58; 0; 0; 0
27.04.2009 03:00:00; 12; 60; 0; 0; 0
27.04.2009 04:00:00; 11.8; 62; 0; 0; 0
27.04.2009 05:00:00; 11.9; 63; 36; 6.372; 29.628
27.04.2009 06:00:00; 12.2; 64; 123; 87.4543; 35.5457
27.04.2009 07:00:00; 13.1; 65; 202; 161.922; 40.0778
27.04.2009 08:00:00; 14.6; 62; 533; 94.341; 438.659
27.04.2009 09:00:00; 15.2; 62; 589; 187.332; 401.668
27.04.2009 10:00:00; 16; 62; 555; 301.235; 253.765
27.04.2009 11:00:00; 17.6; 60; 541; 346.685; 194.315
27.04.2009 12:00:00; 18.1; 60; 648; 311.781; 336.219
27.04.2009 13:00:00; 20.2; 57; 794; 152.752; 641.248
27.04.2009 14:00:00; 20.1; 56; 647; 218.299; 428.701
27.04.2009 15:00:00; 20.6; 53; 524; 208.096; 315.904
27.04.2009 16:00:00; 20.2; 51; 389; 174.593; 214.407
27.04.2009 17:00:00; 19.8; 52; 190; 142.297; 47.7027
27.04.2009 18:00:00; 19; 54; 55; 51.3442; 3.65579
27.04.2009 19:00:00; 17.7; 58; 0; 0; 0
27.04.2009 20:00:00; 16.6; 62; 0; 0; 0
27.04.2009 21:00:00; 15.5; 62; 0; 0; 0
27.04.2009 22:00:00; 15.4; 54; 0; 0; 0
27.04.2009 23:00:00; 15.7; 54; 0; 0; 0
28.04.2009 00:00:00; 14.8; 57; 0; 0; 0
28.04.2009 01:00:00; 14.1; 59; 0; 0; 0
28.04.2009 02:00:00; 13.1; 59; 0; 0; 0
28.04.2009 03:00:00; 12.1; 60; 0; 0; 0
28.04.2009 04:00:00; 11.6; 61; 0; 0; 0
28.04.2009 05:00:00; 11.7; 62; 0; 0; 0
28.04.2009 06:00:00; 12.8; 59; 211; 37.347; 173.653
28.04.2009 07:00:00; 14.3; 58; 392; 69.384; 322.616
28.04.2009 08:00:00; 15.9; 56; 553; 97.881; 455.119
28.04.2009 09:00:00; 17.4; 54; 690; 122.13; 567.87
28.04.2009 10:00:00; 19.2; 53; 777; 137.529; 639.471
28.04.2009 11:00:00; 20.7; 51; 825; 146.025; 678.975
28.04.2009 12:00:00; 20.7; 49; 829; 153.594; 675.406
28.04.2009 13:00:00; 21.5; 47; 774; 179.023; 594.977
28.04.2009 14:00:00; 22.2; 45; 650; 218.646; 431.354
28.04.2009 15:00:00; 21.6; 43; 378; 273.734; 104.266
28.04.2009 16:00:00; 21.7; 41; 390; 176.678; 213.322
28.04.2009 17:00:00; 21; 43; 214; 140.422; 73.578
28.04.2009 18:00:00; 19.7; 46; 57; 53.1646; 3.83542
28.04.2009 19:00:00; 18.4; 48; 0; 0; 0
28.04.2009 20:00:00; 17.2; 59; 0; 0; 0
28.04.2009 21:00:00; 15.7; 67; 0; 0; 0
28.04.2009 22:00:00; 14.6; 72; 0; 0; 0
28.04.2009 23:00:00; 12.8; 77; 0; 0; 0
29.04.2009 00:00:00; 12.2; 76; 0; 0; 0
29.04.2009 01:00:00; 11.8; 79; 0; 0; 0
29.04.2009 02:00:00; 12.5; 81; 0; 0; 0
29.04.2009 03:00:00; 12.6; 85; 0; 0; 0
29.04.2009 04:00:00; 12.3; 89; 0; 0; 0
29.04.2009 05:00:00; 12.6; 89; 26; 17.2834; 8.71659
29.04.2009 06:00:00; 12.7; 90; 56; 53.205; 2.79501
29.04.2009 07:00:00; 13.4; 86; 117; 110.223; 6.77684
29.04.2009 08:00:00; 15.3; 78; 266; 230.577; 35.4227
29.04.2009 09:00:00; 17.3; 67; 619; 166.157; 452.843
29.04.2009 10:00:00; 18.5; 63; 801; 141.777; 659.223
29.04.2009 11:00:00; 18.8; 61; 620; 319.003; 300.997
29.04.2009 12:00:00; 19.9; 58; 483; 367.281; 115.719
29.04.2009 13:00:00; 18.6; 61; 302; 280.931; 21.0695
29.04.2009 14:00:00; 19.8; 57; 448; 322.03; 125.97
29.04.2009 15:00:00; 18.2; 64; 178; 168.596; 9.40413
29.04.2009 16:00:00; 16.3; 69; 83; 80.3774; 2.62255
29.04.2009 17:00:00; 15.7; 72; 61; 58.9016; 2.09841
29.04.2009 18:00:00; 14; 80; 27; 26.1588; 0.841245
29.04.2009 19:00:00; 11.7; 85; 0; 0; 0
29.04.2009 20:00:00; 11.4; 85; 0; 0; 0
29.04.2009 21:00:00; 10.9; 82; 0; 0; 0
29.04.2009 22:00:00; 10.6; 81; 0; 0; 0
29.04.2009 23:00:00; 10.7; 82; 0; 0; 0
30.04.2009 00:00:00; 10.9; 82; 0; 0; 0
30.04.2009 01:00:00; 10.8; 84; 0; 0; 0
30.04.2009 02:00:00; 10.8; 86; 0; 0; 0
30.04.2009 03:00:00; 10.7; 85; 0; 0; 0
30.04.2009 04:00:00; 10.5; 87; 0; 0; 0
30.04.2009 05:00:00; 11; 86; 41; 12.1035; 28.8965
30.04.2009 06:00:00; 12.4; 84; 168; 79.4376; 88.5624
30.04.2009 07:00:00; 14; 79; 396; 70.092; 325.908
30.04.2009 08:00:00; 15.4; 75; 504; 130.115; 373.885
30.04.2009 09:00:00; 15.9; 73; 665; 119.391; 545.609
30.04.2009 10:00:00; 16.7; 71; 763; 137.082; 625.918
30.04.2009 11:00:00; 17.6; 69; 815; 155.933; 659.067
30.04.2009 12:00:00; 18.1; 67; 832; 157.423; 674.577
30.04.2009 13:00:00; 18.3; 65; 769; 191.098; 577.902
30.04.2009 14:00:00; 18.2; 65; 686; 190.824; 495.176
30.04.2009 15:00:00; 18.7; 63; 570; 178.049; 391.951
30.04.2009 16:00:00; 16.8; 67; 372; 192.289; 179.711
30.04.2009 17:00:00; 14.6; 72; 86; 81.8701; 4.12995
30.04.2009 18:00:00; 13.8; 76; 19; 18.5925; 0.407516
30.04.2009 19:00:00; 13.4; 79; 0; 0; 0
30.04.2009 20:00:00; 13.4; 78; 0; 0; 0
30.04.2009 21:00:00; 12.8; 80; 0; 0; 0
30.04.2009 22:00:00; 13.1; 78; 0; 0; 0
30.04.2009 23:00:00; 12.6; 80; 0; 0; 0
01.05.2009 00:00:00; 12.9; 80; 0; 0; 0
01.05.2009 01:00:00; 12.8; 80; 0; 0; 0
01.05.2009 02:00:00; 12.7; 81; 0; 0; 0
01.05.2009 03:00:00; 12.8; 81; 0; 0; 0
01.05.2009 04:00:00; 13.3; 79; 0; 0; 0
01.05.2009 05:00:00; 13; 81; 20; 18.4872; 1.51281
01.05.2009 06:00:00; 14.7; 78; 177; 77.3234; 99.6766
01.05.2009 07:00:00; 15.5; 74; 258; 163.158; 94.8423
01.05.2009 08:00:00; 17.5; 70; 491; 147.282; 343.718
01.05.2009 09:00:00; 18.3; 67; 630; 162.734; 467.266
01.05.2009 10:00:00; 19.1; 64; 735; 172.947; 562.053
01.05.2009 11:00:00; 20.2; 61; 763; 215.704; 547.296
01.05.2009 12:00:00; 21.5; 61; 796; 200.954; 595.046
01.05.2009 13:00:00; 21; 64; 732; 230.871; 501.129
01.05.2009 14:00:00; 16.8; 85; 83; 81.2682; 1.73178
01.05.2009 15:00:00; 19.2; 75; 235; 218.752; 16.2478
01.05.2009 16:00:00; 19.4; 67; 360; 200.332; 159.668
01.05.2009 17:00:00; 18.3; 70; 159; 144.247; 14.7526
01.05.2009 18:00:00; 16.6; 77; 49; 46.3468; 2.65319
01.05.2009 19:00:00; 15.3; 79; 2; 0.354; 1.646
01.05.2009 20:00:00; 13.8; 82; 0; 0; 0
01.05.2009 21:00:00; 13.8; 70; 0; 0; 0
01.05.2009 22:00:00; 13.4; 65; 0; 0; 0
01.05.2009 23:00:00; 13.2; 63; 0; 0; 0
01.05.2009 24:00:00; 11.6; 69; 0; 0; 0
02.05.2009 01:00:00; 10.5; 73; 0; 0; 0
02.05.2009 02:00:00; 9.2; 76; 0; 0; 0
02.05.2009 03:00:00; 8.4; 77; 0; 0; 0
02.05.2009 04:00:00; 8.2; 77; 0; 0; 0
02.05.2009 05:00:00; 9.9; 70; 0; 0; 0
02.05.2009 06:00:00; 11.7; 66; 235; 41.595; 193.405
02.05.2009 07:00:00; 12.6; 62; 357; 103.548; 253.452
02.05.2009 08:00:00; 14.1; 59; 293; 237.81; 55.19
02.05.2009 09:00:00; 15.1; 49; 210; 197.755; 12.245
02.05.2009 10:00:00; 15.8; 45; 377; 332.36; 44.6398
02.05.2009 11:00:00; 15.8; 46; 162; 156.088; 5.9123
02.05.2009 12:00:00; 16.7; 45; 206; 196.617; 9.38318
02.05.2009 13:00:00; 17.9; 46; 312; 289.725; 22.2752
02.05.2009 14:00:00; 19.1; 45; 468; 323.218; 144.782
02.05.2009 15:00:00; 19.4; 47; 368; 279.805; 88.1946
02.05.2009 16:00:00; 19.2; 46; 379; 193.233; 185.767
02.05.2009 17:00:00; 18.8; 48; 176; 148.634; 27.3659
02.05.2009 18:00:00; 17.1; 52; 53; 49.9594; 3.04055
02.05.2009 19:00:00; 15.8; 56; 2; 1.87248; 0.127516
02.05.2009 20:00:00; 14.8; 59; 0; 0; 0
02.05.2009 21:00:00; 12.9; 68; 0; 0; 0
02.05.2009 22:00:00; 11.4; 75; 0; 0; 0
02.05.2009 23:00:00; 10.8; 77; 0; 0; 0
03.05.2009 00:00:00; 11.1; 76; 0; 0; 0
03.05.2009 01:00:00; 9.1; 86; 0; 0; 0
03.05.2009 02:00:00; 9.8; 82; 0; 0; 0
03.05.2009 03:00:00; 9.8; 83; 0; 0; 0
03.05.2009 04:00:00; 8.7; 88; 0; 0; 0
03.05.2009 05:00:00; 10.5; 83; 76; 13.452; 62.548
03.05.2009 06:00:00; 12.8; 75; 228; 40.356; 187.644
03.05.2009 07:00:00; 14.6; 68; 403; 71.331; 331.669
03.05.2009 08:00:00; 16.5; 63; 566; 100.182; 465.818
03.05.2009 09:00:00; 18.3; 56; 703; 124.431; 578.569
03.05.2009 10:00:00; 19.7; 54; 802; 141.954; 660.046
03.05.2009 11:00:00; 20.8; 49; 846; 149.742; 696.258
03.05.2009 12:00:00; 21.3; 47; 850; 150.45; 699.55
03.05.2009 13:00:00; 21.8; 46; 671; 285.696; 385.304
03.05.2009 14:00:00; 21.7; 44; 477; 322.905; 154.095
03.05.2009 15:00:00; 22.4; 41; 381; 280.277; 100.723
03.05.2009 16:00:00; 22.2; 41; 405; 180.002; 224.998
03.05.2009 17:00:00; 21.6; 42; 186; 150.84; 35.16
03.05.2009 18:00:00; 18.5; 51; 64; 59.6543; 4.34569
03.05.2009 19:00:00; 15.6; 61; 4; 3.69165; 0.308354
03.05.2009 20:00:00; 13.8; 73; 0; 0; 0
03.05.2009 21:00:00; 14.1; 75; 0; 0; 0
03.05.2009 22:00:00; 12.9; 79; 0; 0; 0
03.05.2009 23:00:00; 11.7; 83; 0; 0; 0
04.05.2009 00:00:00; 12; 83; 0; 0; 0
04.05.2009 01:00:00; 15.8; 69; 0; 0; 0
04.05.2009 02:00:00; 14.3; 77; 0; 0; 0
04.05.2009 03:00:00; 12.7; 84; 0; 0; 0
04.05.2009 04:00:00; 12.2; 89; 0; 0; 0
04.05.2009 05:00:00; 12.8; 88; 63; 11.151; 51.849
04.05.2009 06:00:00; 15.7; 75; 197; 74.0278; 122.972
04.05.2009 07:00:00; 17.8; 67; 421; 74.517; 346.483
04.05.2009 08:00:00; 19.1; 65; 568; 100.536; 467.464
04.05.2009 09:00:00; 18.8; 66; 677; 122.01; 554.99
04.05.2009 10:00:00; 19; 65; 630; 274.889; 355.111
04.05.2009 11:00:00; 19.4; 66; 612; 333.194; 278.806
04.05.2009 12:00:00; 19.4; 64; 807; 198.54; 608.46
04.05.2009 13:00:00; 18.1; 68; 787; 184.229; 602.771
04.05.2009 14:00:00; 16.7; 72; 603; 270.231; 332.769
04.05.2009 15:00:00; 14.8; 79; 207; 194.55; 12.4497
04.05.2009 16:00:00; 14.3; 72; 32; 31.6215; 0.378522
04.05.2009 17:00:00; 12.9; 75; 60; 58.0636; 1.93639
04.05.2009 18:00:00; 11.9; 75; 36; 34.6515; 1.34854
04.05.2009 19:00:00; 11.5; 76; 2; 1.9446; 0.0554036
04.05.2009 20:00:00; 11; 76; 0; 0; 0
04.05.2009 21:00:00; 10.5; 78; 0; 0; 0
04.05.2009 22:00:00; 10.2; 80; 0; 0; 0
04.05.2009 23:00:00; 9.7; 84; 0; 0; 0
05.05.2009 00:00:00; 9; 87; 0; 0; 0
05.05.2009 01:00:00; 8.7; 89; 0; 0; 0
05.05.2009 02:00:00; 8.6; 90; 0; 0; 0
05.05.2009 03:00:00; 8.4; 90; 0; 0; 0
05.05.2009 04:00:00; 8.4; 89; 0; 0; 0
05.05.2009 05:00:00; 9.2; 86; 0; 0; 0
05.05.2009 06:00:00; 10.4; 80; 265; 46.905; 218.095
05.05.2009 07:00:00; 11.7; 75; 441; 78.057; 362.943
05.05.2009 08:00:00; 13.3; 70; 613; 108.501; 504.499
05.05.2009 09:00:00; 15.3; 59; 702; 124.254; 577.746
05.05.2009 10:00:00; 14.2; 63; 255; 239.4; 15.6001
05.05.2009 11:00:00; 15.4; 61; 458; 367.065; 90.9354
05.05.2009 12:00:00; 16.3; 52; 643; 331.355; 311.645
05.05.2009 13:00:00; 16; 52; 370; 338.947; 31.053
05.05.2009 14:00:00; 17.3; 50; 597; 276.233; 320.767
05.05.2009 15:00:00; 16.4; 48; 483; 253.153; 229.847
05.05.2009 16:00:00; 15.7; 47; 242; 217.707; 24.2931
05.05.2009 17:00:00; 15.4; 47; 145; 133.791; 11.2092
05.05.2009 18:00:00; 14.4; 49; 39; 37.4469; 1.55311
05.05.2009 19:00:00; 13.9; 51; 2; 1.95666; 0.0433418
05.05.2009 20:00:00; 13.2; 55; 0; 0; 0
05.05.2009 21:00:00; 13; 56; 0; 0; 0
05.05.2009 22:00:00; 13.2; 57; 0; 0; 0
05.05.2009 23:00:00; 13.1; 59; 0; 0; 0
06.05.2009 00:00:00; 13.1; 60; 0; 0; 0
06.05.2009 01:00:00; 12.2; 68; 0; 0; 0
06.05.2009 02:00:00; 11.2; 80; 0; 0; 0
06.05.2009 03:00:00; 10.7; 89; 0; 0; 0
06.05.2009 04:00:00; 10.4; 94; 0; 0; 0
06.05.2009 05:00:00; 10.7; 95; 41; 31.0072; 9.99284
06.05.2009 06:00:00; 11.1; 94; 95; 87.9105; 7.08953
06.05.2009 07:00:00; 12.2; 91; 178; 163.32; 14.6804
06.05.2009 08:00:00; 12.5; 86; 327; 243.43; 83.5702
06.05.2009 09:00:00; 13.3; 83; 305; 279.611; 25.3889
06.05.2009 10:00:00; 15.5; 75; 616; 288.599; 327.401
06.05.2009 11:00:00; 15.3; 74; 307; 286.019; 20.9808
06.05.2009 12:00:00; 16.5; 73; 519; 372.882; 146.118
06.05.2009 13:00:00; 17.2; 72; 467; 362.576; 104.424
06.05.2009 14:00:00; 15.3; 79; 318; 292.995; 25.0054
06.05.2009 15:00:00; 16.3; 76; 190; 179.594; 10.4061
06.05.2009 16:00:00; 16.2; 73; 188; 175.078; 12.9224
06.05.2009 17:00:00; 15.5; 78; 114; 107.131; 6.8688
06.05.2009 18:00:00; 14.6; 85; 20; 19.599; 0.401042
