Latitude (N) = 48.2575; Longitude (E) = 16.4333; Altitude = 190; 
Date; Dry Bulb Temperature [°C]; Relative Humidity [%]; Global Horizontal Radiation [Wh/m2]; Diffuse Horizontal Radiation [Wh/m2]; Direct Horizontal Radiation [Wh/m2]
01.01.2009 00:00:00; -3.8; 79; 0; 0;0
01.01.2009 01:00:00; -3.7; 79; 0; 0;0
01.01.2009 02:00:00; -3.8; 79; 0; 0;0
01.01.2009 03:00:00; -3.8; 80; 0; 0;0
01.01.2009 04:00:00; -3.7; 80; 0; 0;0
01.01.2009 05:00:00; -3.5; 80; 0; 0;0
01.01.2009 06:00:00; -3.6; 78; 0; 0;0
01.01.2009 07:00:00; -3.5; 78; 0; 0;0
01.01.2009 08:00:00; -3.4; 78; 0; 0;0
01.01.2009 09:00:00; -3.1; 78; 0; 0;0
01.01.2009 10:00:00; -2.7; 78; 0; 0;0
01.01.2009 11:00:00; -1.4; 75; 0; 0;0
01.01.2009 12:00:00; -0.3; 73; 0; 0;0
01.01.2009 13:00:00; 0.2; 72; 0; 0;0
01.01.2009 14:00:00; 0; 71; 0; 0;0
01.01.2009 15:00:00; -0.7; 71; 0; 0;0
01.01.2009 16:00:00; -1.2; 72; 0; 0;0
01.01.2009 17:00:00; -1.1; 73; 0; 0;0
01.01.2009 18:00:00; -1.2; 73; 0; 0;0
01.01.2009 19:00:00; -1.6; 73; 0; 0;0
01.01.2009 20:00:00; -1.8; 71; 0; 0;0
01.01.2009 21:00:00; -1.8; 70; 0; 0;0
01.01.2009 22:00:00; -1.8; 69; 0; 0;0
01.01.2009 23:00:00; -1.9; 70; 0; 0;0
01.01.2009 24:00:00; -1.9; 69; 0; 0;0
02.01.2009 01:00:00; -1.9; 69; 0; 0;0
02.01.2009 02:00:00; -2; 69; 0; 0;0
02.01.2009 03:00:00; -2; 69; 0; 0;0
02.01.2009 04:00:00; -2.1; 69; 0; 0;0
02.01.2009 05:00:00; -2.2; 70; 0; 0;0
02.01.2009 06:00:00; -2.1; 70; 0; 0;0
02.01.2009 07:00:00; -2; 70; 0; 0;0
02.01.2009 08:00:00; -1.7; 70; 0; 0;0
02.01.2009 09:00:00; -1.2; 69; 0; 0;0
02.01.2009 10:00:00; -1; 68; 0; 0;0
02.01.2009 11:00:00; -0.7; 67; 0; 0;0
02.01.2009 12:00:00; -0.5; 67; 0; 0;0
02.01.2009 13:00:00; -0.8; 68; 0; 0;0
02.01.2009 14:00:00; -0.5; 67; 0; 0;0
02.01.2009 15:00:00; -0.6; 67; 0; 0;0
02.01.2009 16:00:00; -1.5; 70; 0; 0;0
02.01.2009 17:00:00; -0.8; 69; 0; 0;0
02.01.2009 18:00:00; -0.5; 68; 0; 0;0
02.01.2009 19:00:00; -0.7; 70; 0; 0;0
02.01.2009 20:00:00; -0.8; 70; 0; 0;0
02.01.2009 21:00:00; -0.8; 73; 0; 0;0
02.01.2009 22:00:00; -0.9; 75; 0; 0;0
02.01.2009 23:00:00; -1.3; 80; 0; 0;0
03.01.2009 00:00:00; -1.3; 83; 0; 0;0
03.01.2009 01:00:00; -1.4; 85; 0; 0;0
03.01.2009 02:00:00; -1.3; 84; 0; 0;0
03.01.2009 03:00:00; -1.5; 85; 0; 0;0
03.01.2009 04:00:00; -1.8; 82; 0; 0;0
03.01.2009 05:00:00; -3.1; 84; 0; 0;0
03.01.2009 06:00:00; -4.5; 87; 0; 0;0
03.01.2009 07:00:00; -5.7; 88; 0; 0;0
03.01.2009 08:00:00; -3.5; 86; 0; 0;0
03.01.2009 09:00:00; -2.6; 78; 0; 0;0
03.01.2009 10:00:00; -1.5; 73; 0; 0;0
03.01.2009 11:00:00; -0.8; 69; 0; 0;0
03.01.2009 12:00:00; -1.5; 68; 0; 0;0
03.01.2009 13:00:00; -1.2; 65; 0; 0;0
03.01.2009 14:00:00; -1.4; 67; 0; 0;0
03.01.2009 15:00:00; -2.1; 70; 0; 0;0
03.01.2009 16:00:00; -3; 73; 0; 0;0
03.01.2009 17:00:00; -3.6; 77; 0; 0;0
03.01.2009 18:00:00; -4.6; 79; 0; 0;0
03.01.2009 19:00:00; ; ; 0; 0;0
03.01.2009 20:00:00; -6; 86; 0; 0;0
03.01.2009 21:00:00; -6.3; 86; 0; 0;0
03.01.2009 22:00:00; -7.8; 89; 0; 0;0
03.01.2009 23:00:00; -8.4; 90; 0; 0;0
04.01.2009 00:00:00; -7.9; 88; 0; 0;0
04.01.2009 01:00:00; -8; 88; 0; 0;0
04.01.2009 02:00:00; -5.2; 86; 0; 0;0
04.01.2009 03:00:00; -4.3; 83; 0; 0;0
04.01.2009 04:00:00; -4; 81; 0; 0;0
04.01.2009 05:00:00; -3.6; 78; 0; 0;0
04.01.2009 06:00:00; -2.9; 75; 0; 0;0
04.01.2009 07:00:00; -2.1; 73; 0; 0;0
04.01.2009 08:00:00; -1.5; 71; 0; 0;0
04.01.2009 09:00:00; -0.9; 69; 0; 0;0
04.01.2009 10:00:00; -0.1; 67; 0; 0;0
04.01.2009 11:00:00; 0.3; 68; 0; 0;0
04.01.2009 12:00:00; 0.6; 66; 0; 0;0
04.01.2009 13:00:00; 0.9; 63; 0; 0;0
04.01.2009 14:00:00; 1; 61; 0; 0;0
04.01.2009 15:00:00; 1; 61; 0; 0;0
04.01.2009 16:00:00; 0.8; 63; 0; 0;0
04.01.2009 17:00:00; 0.9; 61; 0; 0;0
04.01.2009 18:00:00; 0.8; 63; 0; 0;0
04.01.2009 19:00:00; 0.7; 63; 0; 0;0
04.01.2009 20:00:00; 0.7; 63; 0; 0;0
04.01.2009 21:00:00; 0.8; 62; 0; 0;0
04.01.2009 22:00:00; 0.2; 69; 0; 0;0
04.01.2009 23:00:00; 0.4; 67; 0; 0;0
05.01.2009 00:00:00; 0.6; 64; 0; 0;0
05.01.2009 01:00:00; 0.3; 65; 0; 0;0
05.01.2009 02:00:00; 0.3; 64; 0; 0;0
05.01.2009 03:00:00; 0.6; 63; 0; 0;0
05.01.2009 04:00:00; 0.5; 64; 0; 0;0
05.01.2009 05:00:00; 0.6; 62; 0; 0;0
05.01.2009 06:00:00; 0.4; 65; 0; 0;0
05.01.2009 07:00:00; 0; 70; 0; 0;0
05.01.2009 08:00:00; 0.2; 70; 0; 0;0
05.01.2009 09:00:00; 0.5; 70; 0; 0;0
05.01.2009 10:00:00; 0.4; 73; 0; 0;0
05.01.2009 11:00:00; 0.7; 70; 0; 0;0
05.01.2009 12:00:00; 1; 68; 0; 0;0
05.01.2009 13:00:00; 0.3; 75; 0; 0;0
05.01.2009 14:00:00; 0.5; 72; 0; 0;0
05.01.2009 15:00:00; 0.3; 73; 0; 0;0
05.01.2009 16:00:00; 0.1; 74; 0; 0;0
05.01.2009 17:00:00; -0.2; 78; 0; 0;0
05.01.2009 18:00:00; -0.5; 84; 0; 0;0
05.01.2009 19:00:00; ; ; 0; 0;0
05.01.2009 20:00:00; -1.1; 88; 0; 0;0
05.01.2009 21:00:00; -0.8; 90; 0; 0;0
05.01.2009 22:00:00; -0.8; 90; 0; 0;0
05.01.2009 23:00:00; -0.8; 90; 0; 0;0
06.01.2009 00:00:00; -1; 92; 0; 0;0
06.01.2009 01:00:00; -2.1; 90; 0; 0;0
06.01.2009 02:00:00; -2.6; 89; 0; 0;0
06.01.2009 03:00:00; -3.1; 89; 0; 0;0
06.01.2009 04:00:00; -3.5; 88; 0; 0;0
06.01.2009 05:00:00; -3.5; 87; 0; 0;0
06.01.2009 06:00:00; -3.6; 86; 0; 0;0
06.01.2009 07:00:00; -3.6; 86; 0; 0;0
06.01.2009 08:00:00; -3.6; 85; 0; 0;0
06.01.2009 09:00:00; -3.7; 86; 0; 0;0
06.01.2009 10:00:00; -3.4; 87; 0; 0;0
06.01.2009 11:00:00; -3.2; 88; 0; 0;0
06.01.2009 12:00:00; -3; 86; 0; 0;0
06.01.2009 13:00:00; -2.9; 85; 0; 0;0
06.01.2009 14:00:00; -2.8; 81; 0; 0;0
06.01.2009 15:00:00; -2.8; 81; 0; 0;0
06.01.2009 16:00:00; -3; 84; 0; 0;0
06.01.2009 17:00:00; -3.2; 85; 0; 0;0
06.01.2009 18:00:00; -4.1; 85; 0; 0;0
06.01.2009 19:00:00; -4.5; 87; 0; 0;0
06.01.2009 20:00:00; -4.3; 87; 0; 0;0
06.01.2009 21:00:00; -4.8; 88; 0; 0;0
06.01.2009 22:00:00; -4.4; 90; 0; 0;0
06.01.2009 23:00:00; -4; 90; 0; 0;0
07.01.2009 00:00:00; -4; 90; 0; 0;0
07.01.2009 01:00:00; -3.7; 87; 0; 0;0
07.01.2009 02:00:00; -3.3; 82; 0; 0;0
07.01.2009 03:00:00; -3.4; 81; 0; 0;0
07.01.2009 04:00:00; -3.3; 79; 0; 0;0
07.01.2009 05:00:00; -3.2; 79; 0; 0;0
07.01.2009 06:00:00; -3.2; 80; 0; 0;0
07.01.2009 07:00:00; -3.3; 82; 0; 0;0
07.01.2009 08:00:00; -3.2; 79; 0; 0;0
07.01.2009 09:00:00; -3.1; 78; 0; 0;0
07.01.2009 10:00:00; -2.9; 78; 0; 0;0
07.01.2009 11:00:00; -3; 75; 0; 0;0
07.01.2009 12:00:00; -2.9; 74; 0; 0;0
07.01.2009 13:00:00; -2.9; 72; 0; 0;0
07.01.2009 14:00:00; -3.1; 72; 0; 0;0
07.01.2009 15:00:00; -3.2; 72; 0; 0;0
07.01.2009 16:00:00; -3.2; 73; 0; 0;0
07.01.2009 17:00:00; -3.4; 74; 0; 0;0
07.01.2009 18:00:00; -3.9; 76; 0; 0;0
07.01.2009 19:00:00; -4.9; 79; 0; 0;0
07.01.2009 20:00:00; -4.5; 80; 0; 0;0
07.01.2009 21:00:00; -2.2; 66; 0; 0;0
07.01.2009 22:00:00; -2.4; 70; 0; 0;0
07.01.2009 23:00:00; -2.4; 70; 0; 0;0
08.01.2009 00:00:00; -2.6; 69; 0; 0;0
08.01.2009 01:00:00; -2.8; 70; 0; 0;0
08.01.2009 02:00:00; -2.7; 70; 0; 0;0
08.01.2009 03:00:00; -3.1; 72; 0; 0;0
08.01.2009 04:00:00; -3.4; 72; 0; 0;0
08.01.2009 05:00:00; -3.8; 73; 0; 0;0
08.01.2009 06:00:00; -4.1; 75; 0; 0;0
08.01.2009 07:00:00; -3.9; 75; 0; 0;0
08.01.2009 08:00:00; -3.2; 73; 0; 0;0
08.01.2009 09:00:00; -2.1; 70; 0; 0;0
08.01.2009 10:00:00; -1.4; 68; 0; 0;0
08.01.2009 11:00:00; -0.9; 65; 0; 0;0
08.01.2009 12:00:00; -0.4; 63; 0; 0;0
08.01.2009 13:00:00; -0.5; 63; 0; 0;0
08.01.2009 14:00:00; ; ; 0; 0;0
08.01.2009 15:00:00; -1.9; 67; 0; 0;0
08.01.2009 16:00:00; -3.3; 71; 0; 0;0
08.01.2009 17:00:00; -4.2; 75; 0; 0;0
08.01.2009 18:00:00; -5.7; 80; 0; 0;0
08.01.2009 19:00:00; -6.9; 85; 0; 0;0
08.01.2009 20:00:00; -7.7; 87; 0; 0;0
08.01.2009 21:00:00; -7.1; 87; 0; 0;0
08.01.2009 22:00:00; -7.9; 88; 0; 0;0
08.01.2009 23:00:00; -8.3; 89; 0; 0;0
09.01.2009 00:00:00; -7.5; 87; 0; 0;0
09.01.2009 01:00:00; -6.8; 86; 0; 0;0
09.01.2009 02:00:00; -7.2; 87; 0; 0;0
09.01.2009 03:00:00; -7.4; 86; 0; 0;0
09.01.2009 04:00:00; -7.6; 86; 0; 0;0
09.01.2009 05:00:00; -7.6; 85; 0; 0;0
09.01.2009 06:00:00; -7.8; 85; 0; 0;0
09.01.2009 07:00:00; -8.1; 85; 0; 0;0
09.01.2009 08:00:00; -6.6; 83; 0; 0;0
09.01.2009 09:00:00; -4.8; 79; 0; 0;0
09.01.2009 10:00:00; ; ; 0; 0;0
09.01.2009 11:00:00; -0.9; 66; 0; 0;0
09.01.2009 12:00:00; 0.2; 59; 0; 0;0
09.01.2009 13:00:00; -0.9; 63; 0; 0;0
09.01.2009 14:00:00; -2.8; 69; 0; 0;0
09.01.2009 15:00:00; -3.9; 75; 0; 0;0
09.01.2009 16:00:00; -4.8; 79; 0; 0;0
09.01.2009 17:00:00; -5.5; 81; 0; 0;0
09.01.2009 18:00:00; -6; 83; 0; 0;0
09.01.2009 19:00:00; -6.7; 85; 0; 0;0
09.01.2009 20:00:00; -6.9; 85; 0; 0;0
09.01.2009 21:00:00; -7.4; 87; 0; 0;0
09.01.2009 22:00:00; -7.6; 87; 0; 0;0
09.01.2009 23:00:00; -8.1; 87; 0; 0;0
10.01.2009 00:00:00; -8.7; 88; 0; 0;0
10.01.2009 01:00:00; -8.7; 88; 0; 0;0
10.01.2009 02:00:00; -9.1; 89; 0; 0;0
10.01.2009 03:00:00; -9.5; 89; 0; 0;0
10.01.2009 04:00:00; -9.7; 89; 0; 0;0
10.01.2009 05:00:00; -10.1; 89; 0; 0;0
10.01.2009 06:00:00; -10.1; 89; 0; 0;0
10.01.2009 07:00:00; -10.3; 89; 0; 0;0
10.01.2009 08:00:00; -9; 88; 0; 0;0
10.01.2009 09:00:00; -7.4; 84; 0; 0;0
10.01.2009 10:00:00; -5.6; 78; 0; 0;0
10.01.2009 11:00:00; -4.2; 73; 0; 0;0
10.01.2009 12:00:00; -3.1; 71; 0; 0;0
10.01.2009 13:00:00; -3.2; 72; 0; 0;0
10.01.2009 14:00:00; -3.2; 70; 0; 0;0
10.01.2009 15:00:00; -3.9; 70; 0; 0;0
10.01.2009 16:00:00; -5; 73; 0; 0;0
10.01.2009 17:00:00; -5.6; 77; 0; 0;0
10.01.2009 18:00:00; -6.3; 79; 0; 0;0
10.01.2009 19:00:00; -6.6; 82; 0; 0;0
10.01.2009 20:00:00; -7.2; 86; 0; 0;0
10.01.2009 21:00:00; -7.7; 89; 0; 0;0
10.01.2009 22:00:00; -7.7; 92; 0; 0;0
10.01.2009 23:00:00; -7.3; 93; 0; 0;0
11.01.2009 00:00:00; -7.4; 94; 0; 0;0
11.01.2009 01:00:00; -7.1; 93; 0; 0;0
11.01.2009 02:00:00; -6.9; 92; 0; 0;0
11.01.2009 03:00:00; -6.9; 92; 0; 0;0
11.01.2009 04:00:00; -7.1; 92; 0; 0;0
11.01.2009 05:00:00; -7; 92; 0; 0;0
11.01.2009 06:00:00; -7.1; 92; 0; 0;0
11.01.2009 07:00:00; -6.9; 91; 0; 0;0
11.01.2009 08:00:00; -6.8; 90; 0; 0;0
11.01.2009 09:00:00; -6.6; 90; 0; 0;0
11.01.2009 10:00:00; -6.6; 89; 0; 0;0
11.01.2009 11:00:00; -6.4; 87; 0; 0;0
11.01.2009 12:00:00; -6.3; 88; 0; 0;0
11.01.2009 13:00:00; -6.1; 87; 0; 0;0
11.01.2009 14:00:00; -5.8; 86; 0; 0;0
11.01.2009 15:00:00; -5.8; 86; 0; 0;0
11.01.2009 16:00:00; -6; 86; 0; 0;0
11.01.2009 17:00:00; -6; 85; 0; 0;0
11.01.2009 18:00:00; -6.2; 85; 0; 0;0
11.01.2009 19:00:00; -6.1; 85; 0; 0;0
11.01.2009 20:00:00; -6; 85; 0; 0;0
11.01.2009 21:00:00; -6; 86; 0; 0;0
11.01.2009 22:00:00; -6; 86; 0; 0;0
11.01.2009 23:00:00; -6.2; 86; 0; 0;0
12.01.2009 00:00:00; -6.3; 87; 0; 0;0
12.01.2009 01:00:00; -6.2; 87; 0; 0;0
12.01.2009 02:00:00; -6.3; 88; 0; 0;0
12.01.2009 03:00:00; -6.1; 90; 0; 0;0
12.01.2009 04:00:00; -5.9; 92; 0; 0;0
12.01.2009 05:00:00; -5.8; 92; 0; 0;0
12.01.2009 06:00:00; -5.8; 92; 0; 0;0
12.01.2009 07:00:00; -5.8; 92; 0; 0;0
12.01.2009 08:00:00; -5.6; 92; 0; 0;0
12.01.2009 09:00:00; -5.5; 92; 0; 0;0
12.01.2009 10:00:00; -5.4; 92; 0; 0;0
12.01.2009 11:00:00; -5.1; 90; 0; 0;0
12.01.2009 12:00:00; -5; 90; 0; 0;0
12.01.2009 13:00:00; -5; 90; 0; 0;0
12.01.2009 14:00:00; -5.3; 90; 0; 0;0
12.01.2009 15:00:00; -5.6; 89; 0; 0;0
12.01.2009 16:00:00; -5.6; 88; 0; 0;0
12.01.2009 17:00:00; -5.5; 88; 0; 0;0
12.01.2009 18:00:00; -5.5; 88; 0; 0;0
12.01.2009 19:00:00; -5.6; 88; 0; 0;0
12.01.2009 20:00:00; -5.6; 88; 0; 0;0
12.01.2009 21:00:00; -5.5; 88; 0; 0;0
12.01.2009 22:00:00; -5.5; 87; 0; 0;0
12.01.2009 23:00:00; -5.5; 86; 0; 0;0
13.01.2009 00:00:00; -5.5; 86; 0; 0;0
13.01.2009 01:00:00; -5.4; 86; 0; 0;0
13.01.2009 02:00:00; -5.4; 87; 0; 0;0
13.01.2009 03:00:00; -5.2; 87; 0; 0;0
13.01.2009 04:00:00; -5.2; 87; 0; 0;0
13.01.2009 05:00:00; -5.3; 87; 0; 0;0
13.01.2009 06:00:00; -5.4; 87; 0; 0;0
13.01.2009 07:00:00; -5.5; 87; 0; 0;0
13.01.2009 08:00:00; -5.4; 87; 0; 0;0
13.01.2009 09:00:00; -5.3; 86; 0; 0;0
13.01.2009 10:00:00; -5.3; 85; 0; 0;0
13.01.2009 11:00:00; -4.9; 85; 0; 0;0
13.01.2009 12:00:00; -4.9; 85; 0; 0;0
13.01.2009 13:00:00; -4.9; 86; 0; 0;0
13.01.2009 14:00:00; -4.9; 86; 0; 0;0
13.01.2009 15:00:00; -4.9; 87; 0; 0;0
13.01.2009 16:00:00; -5.1; 87; 0; 0;0
13.01.2009 17:00:00; -5.1; 88; 0; 0;0
13.01.2009 18:00:00; -5.1; 89; 0; 0;0
13.01.2009 19:00:00; -5.3; 89; 0; 0;0
13.01.2009 20:00:00; -5.5; 90; 0; 0;0
13.01.2009 21:00:00; -5.6; 90; 0; 0;0
13.01.2009 22:00:00; -5.7; 90; 0; 0;0
13.01.2009 23:00:00; -5.6; 91; 0; 0;0
14.01.2009 00:00:00; -5.5; 90; 0; 0;0
14.01.2009 01:00:00; -5.5; 90; 0; 0;0
14.01.2009 02:00:00; -5.3; 89; 0; 0;0
14.01.2009 03:00:00; -5.2; 88; 0; 0;0
14.01.2009 04:00:00; -5.1; 88; 0; 0;0
14.01.2009 05:00:00; -4.9; 87; 0; 0;0
14.01.2009 06:00:00; -4.8; 88; 0; 0;0
14.01.2009 07:00:00; -4.6; 90; 0; 0;0
14.01.2009 08:00:00; -4.5; 90; 0; 0;0
14.01.2009 09:00:00; -4.2; 91; 0; 0;0
14.01.2009 10:00:00; -3.9; 90; 0; 0;0
14.01.2009 11:00:00; -3.8; 90; 0; 0;0
14.01.2009 12:00:00; -3; 88; 0; 0;0
14.01.2009 13:00:00; -2.8; 85; 0; 0;0
14.01.2009 14:00:00; -2.5; 85; 0; 0;0
14.01.2009 15:00:00; -2.7; 86; 0; 0;0
14.01.2009 16:00:00; -2.6; 86; 0; 0;0
14.01.2009 17:00:00; -2.8; 86; 0; 0;0
14.01.2009 18:00:00; -2.8; 86; 0; 0;0
14.01.2009 19:00:00; -2.8; 85; 0; 0;0
14.01.2009 20:00:00; -2.7; 83; 0; 0;0
14.01.2009 21:00:00; -2.8; 85; 0; 0;0
14.01.2009 22:00:00; -2.5; 84; 0; 0;0
14.01.2009 23:00:00; -2.3; 84; 0; 0;0
15.01.2009 00:00:00; -1.4; 81; 0; 0;0
15.01.2009 01:00:00; -1.6; 82; 0; 0;0
15.01.2009 02:00:00; -1.7; 82; 0; 0;0
15.01.2009 03:00:00; -1.8; 83; 0; 0;0
15.01.2009 04:00:00; -1.6; 82; 0; 0;0
15.01.2009 05:00:00; -1.3; 82; 0; 0;0
15.01.2009 06:00:00; -1.1; 82; 0; 0;0
15.01.2009 07:00:00; -0.6; 80; 0; 0;0
15.01.2009 08:00:00; 0.4; 80; 0; 0;0
15.01.2009 09:00:00; 1.5; 79; 0; 0;0
15.01.2009 10:00:00; 2.3; 77; 0; 0;0
15.01.2009 11:00:00; 2.6; 77; 0; 0;0
15.01.2009 12:00:00; 2.7; 75; 0; 0;0
15.01.2009 13:00:00; 2.7; 75; 0; 0;0
15.01.2009 14:00:00; 2.6; 75; 0; 0;0
15.01.2009 15:00:00; 2.3; 76; 0; 0;0
15.01.2009 16:00:00; 2; 79; 0; 0;0
15.01.2009 17:00:00; 2.3; 81; 0; 0;0
15.01.2009 18:00:00; 1.5; 85; 0; 0;0
15.01.2009 19:00:00; 0.1; 88; 0; 0;0
15.01.2009 20:00:00; 0; 92; 0; 0;0
15.01.2009 21:00:00; 0.4; 92; 0; 0;0
15.01.2009 22:00:00; 0.7; 91; 0; 0;0
15.01.2009 23:00:00; 1.2; 89; 0; 0;0
16.01.2009 00:00:00; 0.9; 87; 0; 0;0
16.01.2009 01:00:00; 1.6; 83; 0; 0;0
16.01.2009 02:00:00; 0.7; 86; 0; 0;0
16.01.2009 03:00:00; 0.5; 88; 0; 0;0
16.01.2009 04:00:00; 1.6; 86; 0; 0;0
16.01.2009 05:00:00; 1.6; 86; 0; 0;0
16.01.2009 06:00:00; 1.6; 86; 0; 0;0
16.01.2009 07:00:00; 1.7; 86; 0; 0;0
16.01.2009 08:00:00; 2.5; 83; 0; 0;0
16.01.2009 09:00:00; 2.8; 79; 0; 0;0
16.01.2009 10:00:00; 3.3; 75; 0; 0;0
16.01.2009 11:00:00; 3.7; 74; 0; 0;0
16.01.2009 12:00:00; 4.2; 73; 0; 0;0
16.01.2009 13:00:00; 3.6; 71; 0; 0;0
16.01.2009 14:00:00; 3.8; 71; 0; 0;0
16.01.2009 15:00:00; 2.9; 74; 0; 0;0
16.01.2009 16:00:00; 1.3; 79; 0; 0;0
16.01.2009 17:00:00; -1.2; 87; 0; 0;0
16.01.2009 18:00:00; -1.3; 90; 0; 0;0
16.01.2009 19:00:00; -2.4; 92; 0; 0;0
16.01.2009 20:00:00; -3.1; 92; 0; 0;0
16.01.2009 21:00:00; -4.2; 93; 0; 0;0
16.01.2009 22:00:00; -4.5; 93; 0; 0;0
16.01.2009 23:00:00; -5.2; 93; 0; 0;0
17.01.2009 00:00:00; -5.7; 93; 0; 0;0
17.01.2009 01:00:00; -5.9; 93; 0; 0;0
17.01.2009 02:00:00; -6.5; 93; 0; 0;0
17.01.2009 03:00:00; -7.6; 92; 0; 0;0
17.01.2009 04:00:00; -7.3; 92; 0; 0;0
17.01.2009 05:00:00; -8.4; 92; 0; 0;0
17.01.2009 06:00:00; -7.8; 93; 0; 0;0
17.01.2009 07:00:00; -7.7; 95; 0; 0;0
17.01.2009 08:00:00; -7.9; 94; 0; 0;0
17.01.2009 09:00:00; -7.1; 94; 0; 0;0
17.01.2009 10:00:00; -5.9; 93; 0; 0;0
17.01.2009 11:00:00; -4; 89; 0; 0;0
17.01.2009 12:00:00; -2.8; 84; 0; 0;0
17.01.2009 13:00:00; -1.2; 78; 0; 0;0
17.01.2009 14:00:00; -0.3; 75; 0; 0;0
17.01.2009 15:00:00; -1.3; 79; 0; 0;0
17.01.2009 16:00:00; -2.1; 82; 0; 0;0
17.01.2009 17:00:00; -1.8; 83; 0; 0;0
17.01.2009 18:00:00; -1.7; 84; 0; 0;0
17.01.2009 19:00:00; -1.7; 85; 0; 0;0
17.01.2009 20:00:00; -1.6; 87; 0; 0;0
17.01.2009 21:00:00; -1.7; 89; 0; 0;0
17.01.2009 22:00:00; -1.9; 90; 0; 0;0
17.01.2009 23:00:00; -1.8; 92; 0; 0;0
18.01.2009 00:00:00; -1.9; 92; 0; 0;0
18.01.2009 01:00:00; -2; 94; 0; 0;0
18.01.2009 02:00:00; -2.1; 95; 0; 0;0
18.01.2009 03:00:00; ; ; 0; 0;0
18.01.2009 04:00:00; -2.8; 95; 0; 0;0
18.01.2009 05:00:00; -2.8; 95; 0; 0;0
18.01.2009 06:00:00; -2.6; 95; 0; 0;0
18.01.2009 07:00:00; -2.4; 94; 0; 0;0
18.01.2009 08:00:00; -2.4; 93; 0; 0;0
18.01.2009 09:00:00; -2.2; 93; 0; 0;0
18.01.2009 10:00:00; -2.3; 94; 0; 0;0
18.01.2009 11:00:00; -2.4; 94; 0; 0;0
18.01.2009 12:00:00; -2.7; 92; 0; 0;0
18.01.2009 13:00:00; -3; 92; 0; 0;0
18.01.2009 14:00:00; -2.9; 93; 0; 0;0
18.01.2009 15:00:00; -3; 94; 0; 0;0
18.01.2009 16:00:00; -2.8; 94; 0; 0;0
18.01.2009 17:00:00; -2.4; 94; 0; 0;0
18.01.2009 18:00:00; -2.1; 94; 0; 0;0
18.01.2009 19:00:00; -1.7; 94; 0; 0;0
18.01.2009 20:00:00; -1.5; 94; 0; 0;0
18.01.2009 21:00:00; -1.4; 94; 0; 0;0
18.01.2009 22:00:00; -1.7; 93; 0; 0;0
18.01.2009 23:00:00; -1.9; 89; 0; 0;0
19.01.2009 00:00:00; -1.3; 89; 0; 0;0
19.01.2009 01:00:00; 4.2; 77; 0; 0;0
19.01.2009 02:00:00; 5.5; 68; 0; 0;0
19.01.2009 03:00:00; 5.3; 67; 0; 0;0
19.01.2009 04:00:00; 4.8; 69; 0; 0;0
19.01.2009 05:00:00; 4.6; 70; 0; 0;0
19.01.2009 06:00:00; 4.1; 70; 0; 0;0
19.01.2009 07:00:00; 4; 68; 0; 0;0
19.01.2009 08:00:00; 4.7; 65; 0; 0;0
19.01.2009 09:00:00; 6.9; 56; 0; 0;0
19.01.2009 10:00:00; 7.7; 51; 0; 0;0
19.01.2009 11:00:00; 8.2; 51; 0; 0;0
19.01.2009 12:00:00; ; ; 0; 0;0
19.01.2009 13:00:00; 7.1; 55; 0; 0;0
19.01.2009 14:00:00; 6.5; 67; 0; 0;0
19.01.2009 15:00:00; 6.1; 73; 0; 0;0
19.01.2009 16:00:00; 2.9; 84; 0; 0;0
19.01.2009 17:00:00; 2.4; 88; 0; 0;0
19.01.2009 18:00:00; 1.5; 90; 0; 0;0
19.01.2009 19:00:00; ; ; 0; 0;0
19.01.2009 20:00:00; 1.7; 93; 0; 0;0
19.01.2009 21:00:00; 2.2; 93; 0; 0;0
19.01.2009 22:00:00; 2.5; 93; 0; 0;0
19.01.2009 23:00:00; 2.4; 93; 0; 0;0
20.01.2009 00:00:00; 2.1; 93; 0; 0;0
20.01.2009 01:00:00; 2.5; 92; 0; 0;0
20.01.2009 02:00:00; 2.5; 93; 0; 0;0
20.01.2009 03:00:00; 3.1; 92; 0; 0;0
20.01.2009 04:00:00; 3.1; 92; 0; 0;0
20.01.2009 05:00:00; 3.2; 92; 0; 0;0
20.01.2009 06:00:00; 3.2; 92; 0; 0;0
20.01.2009 07:00:00; 2.6; 92; 0; 0;0
20.01.2009 08:00:00; 3.6; 89; 0; 0;0
20.01.2009 09:00:00; 4.7; 83; 0; 0;0
20.01.2009 10:00:00; 5.5; 78; 0; 0;0
20.01.2009 11:00:00; 6.7; 70; 0; 0;0
20.01.2009 12:00:00; 6.4; 67; 0; 0;0
20.01.2009 13:00:00; 6.1; 68; 0; 0;0
20.01.2009 14:00:00; 4.6; 76; 0; 0;0
20.01.2009 15:00:00; 4.3; 78; 0; 0;0
20.01.2009 16:00:00; 4.3; 81; 0; 0;0
20.01.2009 17:00:00; 4.1; 84; 0; 0;0
20.01.2009 18:00:00; 4; 85; 0; 0;0
20.01.2009 19:00:00; 3.3; 88; 0; 0;0
20.01.2009 20:00:00; 2.8; 90; 0; 0;0
20.01.2009 21:00:00; 2.4; 92; 0; 0;0
20.01.2009 22:00:00; 2.2; 92; 0; 0;0
20.01.2009 23:00:00; 1.8; 93; 0; 0;0
21.01.2009 00:00:00; 2.4; 92; 0; 0;0
